,sg_symbol,sg_number
mp-776189,Pnma,62
mp-559070,P2_1/c,14
mp-763508,P-1,2
mp-13836,P4_2/mnm,136
mp-26467,P2_1/c,14
mp-649524,C2/c,15
mp-984717,Pm-3m,221
mp-35388,I4_1/amd,141
mp-761677,Pc,7
mp-754191,I23,197
mp-767942,R-3m,166
mp-778773,P1,1
mp-653596,P2_1/c,14
mp-37888,I-4m2,119
mp-19968,Cmcm,63
mp-766548,P1,1
mp-606617,P2_1/c,14
mp-771735,C2/m,12
mp-644419,Pmc2_1,26
mp-26389,P2_1/c,14
mp-9718,C2/c,15
mp-20565,P6_3/mmc,194
mp-780283,P-1,2
mp-755478,R3,146
mp-1666,Pbcn,60
mp-23911,P2_1/c,14
mp-775680,Cm,8
mp-23065,Cmcm,63
mp-761144,P2_12_12_1,19
mp-768293,P2_1/c,14
mp-13336,C2/m,12
mp-25929,R-3,148
mp-607785,I4/mcm,140
mp-768078,P-1,2
mp-1477,Pnma,62
mp-32679,C2/m,12
mp-8322,P-3m1,164
mp-540269,P-1,2
mp-754632,P-3,147
mp-780681,P1,1
mp-23383,Fm-3m,225
mp-27925,Pna2_1,33
mp-763879,P-1,2
mp-628588,C2/m,12
mp-776010,R3,146
mp-696965,Fm-3m,225
mp-27360,Cmcm,63
mp-21724,Pna2_1,33
mp-16866,R-3c,167
mp-3392,P4_2/mnm,136
mp-676581,Pmc2_1,26
mp-765957,P1,1
mp-37879,I4_1/amd,141
mp-696961,Pc,7
mp-698627,P1,1
mp-625953,C2,5
mp-18645,Pbam,55
mp-772706,P-1,2
mp-32322,R3,146
mp-32531,P2_1,4
mp-14237,P6_3/mcm,193
mp-3612,Pnna,52
mp-157,Cmce,64
mp-763741,P-1,2
mp-643683,P3c1,158
mp-780569,P3m1,156
mp-776039,P1,1
mp-555279,P2_1/c,14
mp-505067,P1,1
mp-760439,I4_1md,109
mp-556850,Cmc2_1,36
mp-565732,Cm,8
mp-763641,Pca2_1,29
mp-14551,P2_1/c,14
mp-764141,P2_1,4
mp-773255,I-4m2,119
mp-561249,I4/m,87
mp-780030,P-1,2
mp-648289,P2_1/c,14
mp-771082,P-1,2
mp-31654,P2_1,4
mp-2981,P-1,2
mp-30875,P6_3/mmc,194
mp-13929,Fm-3m,225
mp-769870,P1,1
mp-765206,Cmcm,63
mp-20906,P4_2/mmc,131
mp-540065,P2_1/c,14
mp-8792,Im-3m,229
mp-985286,I4/mmm,139
mp-25756,C2/c,15
mp-781055,P-1,2
mp-772724,Cc,9
mp-29224,P2_1/c,14
mp-752768,I4/mcm,140
mp-17941,P-1,2
mp-555029,C2/m,12
mp-567290,P6_3mc,186
mp-23742,P2_1/c,14
mp-34322,Fd-3m,227
mp-767220,C2/c,15
mp-771497,Pmmn,59
mp-8053,Cmcm,63
mp-569121,P-6,174
mp-15953,P2_1/c,14
mp-570711,Pnma,62
mp-540022,P-1,2
mp-868619,Imma,74
mp-677611,P-1,2
mp-755127,Fddd,70
mp-505332,P4/nmm,129
mp-975427,Pm-3m,221
mp-24995,Pnma,62
mp-677017,P1,1
mp-768140,P2_1/m,11
mp-570356,Pnma,62
mp-760533,Imm2,44
mp-16044,P-6m2,187
mp-677445,I4/mmm,139
mp-656852,Cmce,64
mp-974970,I4/mmm,139
mp-558645,Pnma,62
mp-770901,P2_1,4
mp-13944,Ia-3,206
mp-768599,P2_1,4
mp-4421,P2_1/c,14
mp-1065,Fm-3m,225
mp-540832,Pnma,62
mp-19803,Fd-3m,227
mp-17402,I4/mmm,139
mp-769731,P2_1/c,14
mp-567141,P2_1/m,11
mp-2873,Immm,71
mp-769785,Pnma,62
mp-984704,Fm-3m,225
mp-765830,Pnma,62
mp-29687,Pnnm,58
mp-555740,Ia-3,206
mp-27649,I4_1/amd,141
mp-752402,Pbcn,60
mp-553901,P2_1/c,14
mp-769477,P1,1
mp-7977,P6_3/mmc,194
mp-779533,Pnma,62
mp-574086,P2_1/c,14
mp-776066,P4_1,76
mp-505448,Pnma,62
mp-9289,P4/nmm,129
mp-580744,Fm-3m,225
mp-753326,P321,150
mp-541296,P-1,2
mp-572903,P2_1/c,14
mp-555704,Cmce,64
mp-722913,Fd-3m,227
mp-766006,C2,5
mp-720810,P-1,2
mp-11831,P6_3mc,186
mp-676950,P2_1,4
mp-4163,Cmc2_1,36
mp-20085,P6_3/mmc,194
mp-761108,Fdd2,43
mp-777423,C2/c,15
mp-7247,P6/mmm,191
mp-757636,P1,1
mp-762512,R3,146
mp-625509,R3m,160
mp-567669,C2,5
mp-728,P6/mmm,191
mp-780154,Cmc2_1,36
mp-17910,P6_3/mcm,193
mp-28933,P2_1/c,14
mp-1673,Pnma,62
mp-18913,P-1,2
mp-770520,Cm,8
mp-720110,P1,1
mp-2418,Pbca,61
mp-776056,R3,146
mp-30620,P6/mmm,191
mp-949028,Pm-3n,223
mp-16620,R-3c,167
mp-606675,Pnnm,58
mp-14145,Fd-3m,227
mp-31090,P4/mbm,127
mp-24980,Pnma,62
mp-9364,R-3m,166
mp-19065,R-3,148
mp-557450,C2/c,15
mp-569886,P6/mmm,191
mp-752424,P4_2/nmc,137
mp-34330,R3m,160
mp-973109,Fm-3m,225
mp-19908,Pnma,62
mp-540691,P6_3/mmc,194
mp-776745,Pmc2_1,26
mp-640614,Cc,9
mp-7431,P-3m1,164
mp-981233,Fm-3m,225
mp-557304,I4/m,87
mp-973545,P6_3/mmc,194
mp-1724,P6_3/mmc,194
mp-555629,Pnma,62
mp-610645,P4/nmm,129
mp-19262,Fd-3m,227
mp-780619,P-1,2
mp-676325,P1,1
mp-767535,P2_1,4
mp-10853,P4/mbm,127
mp-572805,P2_1/c,14
mp-567690,Cmmm,65
mp-24065,P-1,2
mp-675879,P2_1,4
mp-976774,I4/mmm,139
mp-559949,Cc,9
mp-29288,Pnma,62
mp-7583,I-42d,122
mp-755483,R3m,160
mp-776807,Cm,8
mp-13923,Pc,7
mp-22645,Pnma,62
mp-542813,P2_1/c,14
mp-975789,Fm-3m,225
mp-763932,Cm,8
mp-30771,Immm,71
mp-761605,P-1,2
mp-775865,P2_13,198
mp-555921,Pbca,61
mp-30187,P1,1
mp-767233,P-1,2
mp-27403,I4_1/a,88
mp-560021,P2_1/c,14
mp-15095,P2_1/c,14
mp-23933,R-3c,167
mp-551886,P-43m,215
mp-779376,Pbcn,60
mp-10902,Pm-3m,221
mp-866883,Pbca,61
mp-562248,P-1,2
mp-649756,Pcca,54
mp-8888,Pn-3m,224
mp-851102,Pm,6
mp-29606,C2/c,15
mp-654225,Pnma,62
mp-762410,P1,1
mp-753360,Pnma,62
mp-35746,I-42d,122
mp-19910,P4/mbm,127
mp-27227,Ibam,72
mp-764641,Pna2_1,33
mp-11229,Pm-3m,221
mp-21190,P2_1/m,11
mp-557426,C2/c,15
mp-756751,Fd-3m,227
mp-569912,P-3m1,164
mp-717,Cmc2_1,36
mp-554383,Pna2_1,33
mp-541644,Im-3,204
mp-558130,Pnma,62
mp-764098,R-3m,166
mp-18293,Pa-3,205
mp-29314,P6_3cm,185
mp-32366,C2/m,12
mp-504877,Pnma,62
mp-978950,Fm-3m,225
mp-780474,Pm,6
mp-691133,P2_1/c,14
mp-675109,Pc,7
mp-7192,P4/nmm,129
mp-762898,P1,1
mp-763121,R3,146
mp-570074,C2/m,12
mp-765699,P2_1,4
mp-861911,C2/m,12
mp-34486,I-4,82
mp-2824,Pnma,62
mp-971979,Fm-3m,225
mp-13463,P4/mmm,123
mp-771336,P2_1,4
mp-5488,I4_1/amd,141
mp-20596,I4/mmm,139
mp-636273,Pm-3m,221
mp-540962,P2_1,4
mp-765436,I4_1md,109
mp-569451,P6_3cm,185
mp-775281,Pm,6
mp-680284,C2/c,15
mp-21363,P4/nmm,129
mp-763400,Pbcm,57
mp-972408,P4/nmm,129
mp-16777,P2_1/c,14
mp-764204,Cm,8
mp-566640,Fdd2,43
mp-549589,P4/nmm,129
mp-758289,P3,143
mp-627632,C2/c,15
mp-690653,Pmma,51
mp-580797,Pnma,62
mp-625723,Pc,7
mp-676643,I4_1/amd,141
mp-631576,F-43m,216
mp-770771,Pnma,62
mp-27815,P4_2/mnm,136
mp-981211,Cmcm,63
mp-540868,P2_1/c,14
mp-31734,C2/c,15
mp-674298,P2_1/m,11
mp-18935,P4bm,100
mp-774344,R3,146
mp-779903,P1,1
mp-643643,Pnma,62
mp-720407,P2_1/c,14
mp-976344,Fm-3m,225
mp-30984,C2/c,15
mp-646102,R-3c,167
mp-12495,Cmcm,63
mp-776437,P1,1
mp-776883,Pnma,62
mp-676666,C2/m,12
mp-759767,Pbcm,57
mp-569349,P4_2/n,86
mp-690452,P-1,2
mp-643743,P2_1/c,14
mp-22902,P4/mmm,123
mp-766866,P1,1
mp-744790,P-1,2
mp-772271,P2/c,13
mp-17350,P2_12_12_1,19
mp-6372,P2_13,198
mp-2049,Fd-3m,227
mp-558819,P3_121,152
mp-780016,C2,5
mp-676145,P1,1
mp-554749,Cc,9
mp-28394,P2_1/c,14
mp-775053,Pm,6
mp-777460,Pnma,62
mp-29788,I4/m,87
mp-22295,P4_2/mnm,136
mp-22222,Pnma,62
mp-775432,P1,1
mp-11287,P6/mmm,191
mp-1393,Ccce,68
mp-27274,P4_2/nmc,137
mp-697025,C2/c,15
mp-2969,P2_1/c,14
mp-15039,Cmmm,65
mp-560939,Pnma,62
mp-12761,I4/mmm,139
mp-504878,C2/c,15
mp-24001,P-1,2
mp-561366,Ccce,68
mp-16741,P6_3mc,186
mp-769938,P2_1/c,14
mp-850406,P1,1
mp-7808,C2/m,12
mp-541772,C2/m,12
mp-650524,P2_1/c,14
mp-562441,P2_1/c,14
mp-27936,P2_12_12_1,19
mp-18163,Cc,9
mp-754541,R-3m,166
mp-979045,Fm-3m,225
mp-776863,C2/c,15
mp-722346,C2/c,15
mp-849684,P2_1,4
mp-778419,P-3,147
mp-540113,P2_1/c,14
mp-983430,Fm-3m,225
mp-645938,I4/mcm,140
mp-10692,P2_13,198
mp-770784,P-1,2
mp-5765,P4/mbm,127
mp-567907,C2/c,15
mp-4812,I-43m,217
mp-23703,Fm-3m,225
mp-849683,P1,1
mp-27489,I4/m,87
mp-14883,I4/mmm,139
mp-849707,Cmcm,63
mp-20736,P6_3/mmc,194
mp-647606,I-43m,217
mp-771699,P2_1/c,14
mp-769842,P1,1
mp-27859,P-1,2
mp-28161,P2_13,198
mp-850995,Fddd,70
mp-31832,C2/c,15
mp-756670,Fd-3m,227
mp-764905,Cmce,64
mp-27365,P2_12_12_1,19
mp-703352,P2_1/c,14
mp-675747,P1,1
mp-27235,P2_12_12_1,19
mp-555047,P2_1/c,14
mp-763260,Pna2_1,33
mp-542041,Pbca,61
mp-766957,P2_1/c,14
mp-556051,P2_1/c,14
mp-762640,C2/c,15
mp-31238,P-1,2
mp-974943,Fm-3m,225
mp-695119,P1,1
mp-10162,P4/mbm,127
mp-574486,P2_1/c,14
mp-676464,Pm,6
mp-974511,Pm-3m,221
mp-204,Fd-3m,227
mp-641,P2_1/c,14
mp-766480,Pbcn,60
mp-781058,C2/m,12
mp-37108,I-42d,122
mp-23831,P2_1/c,14
mp-675892,I-42d,122
mp-3347,R-3,148
mp-767549,C2/c,15
mp-541689,P-1,2
mp-982387,Fm-3m,225
mp-849516,P2_1,4
mp-601383,P2_1/c,14
mp-505161,P2/c,13
mp-18422,P4_2/mnm,136
mp-7609,Pnma,62
mp-542790,P2_1/c,14
mp-568512,Fm-3m,225
mp-684678,P1,1
mp-2209,P6/mmm,191
mp-646878,Pa-3,205
mp-771762,I-43m,217
mp-625406,P2_1/m,11
mp-773335,R-3m,166
mp-770372,P2_1/c,14
mp-778251,P1,1
mp-763725,P-1,2
mp-5468,Immm,71
mp-31219,I4/mcm,140
mp-27454,Pmmn,59
mp-560460,Pbcm,57
mp-768169,P2_1/m,11
mp-850980,P1,1
mp-975801,Fm-3m,225
mp-611623,P4/nmm,129
mp-555023,Ama2,40
mp-770486,C2/m,12
mp-637771,F-43m,216
mp-559681,P2_1/c,14
mp-566124,P4/nmm,129
mp-559965,P6_3/m,176
mp-699261,P4_2/n,86
mp-555218,P6_3mc,186
mp-19295,I4_1/a,88
mp-27830,Fm-3m,225
mp-15994,Pbca,61
mp-8054,C2/c,15
mp-581203,Pna2_1,33
mp-27868,P-1,2
mp-763926,P1,1
mp-768457,P2_1/c,14
mp-556238,C2/c,15
mp-540818,C2/c,15
mp-23315,P-1,2
mp-849703,P1,1
mp-505222,Pnma,62
mp-505535,Pbam,55
mp-762519,Cm,8
mp-8453,P4/nmm,129
mp-541715,Cmce,64
mp-673848,Pmma,51
mp-569796,Ibam,72
mp-853130,R3c,161
mp-780857,Cmcm,63
mp-761313,P2_1/c,14
mp-24407,P-1,2
mp-585400,R3,146
mp-974951,Pm-3m,221
mp-24235,P2_1/c,14
mp-764879,P1,1
mp-35512,I-4,82
mp-771200,Cmmm,65
mp-770975,C2/m,12
mp-690531,P1,1
mp-14411,P-1,2
mp-627383,P2_1/c,14
mp-650741,P-1,2
mp-780409,P2_1/c,14
mp-557465,Pccn,56
mp-631541,F-43m,216
mp-2282,Pa-3,205
mp-11711,C2/c,15
mp-540259,P2_1/c,14
mp-27878,P-1,2
mp-777258,Pnma,62
mp-626197,P-1,2
mp-674324,P1,1
mp-5996,Pbcn,60
mp-637224,R-3,148
mp-755317,P321,150
mp-35493,Imma,74
mp-768755,Pbcn,60
mp-555495,Pnnm,58
mp-625415,P2_1/m,11
mp-774396,P1,1
mp-559822,Pmmn,59
mp-779902,P1,1
mp-560040,Pna2_1,33
mp-1402,Fd-3m,227
mp-540421,P-1,2
mp-19703,Pnma,62
mp-697873,C2/m,12
mp-744832,P6_3,173
mp-554144,I4/mmm,139
mp-567609,P-1,2
mp-762022,Pm,6
mp-715160,R-3m,166
mp-768283,C2/c,15
mp-778977,P2_1/c,14
mp-25715,P2_1/c,14
mp-18256,P2_1/c,14
mp-6820,Fd-3m,227
mp-768361,C2/c,15
mp-560832,P3_1,144
mp-3469,P6_3/mmc,194
mp-628690,C2/c,15
mp-763398,P-1,2
mp-703459,P6_3cm,185
mp-13485,P4/nmm,129
mp-756444,P1,1
mp-755376,P321,150
mp-1168,Cmcm,63
mp-764546,P1,1
mp-766924,Pnma,62
mp-32640,I-4,82
mp-6809,C2/c,15
mp-8258,Pmn2_1,31
mp-24563,P6_3/m,176
mp-15856,Pm-3m,221
mp-768437,P2_1/c,14
mp-755352,C2/c,15
mp-20385,Pm-3m,221
mp-675614,R-3,148
mp-977058,Pm-3m,221
mp-761898,P2_1/c,14
mp-3164,Pnma,62
mp-767208,P1,1
mp-570692,P-62m,189
mp-762003,P2_1/c,14
mp-743780,P2_1/m,11
mp-769009,Pnma,62
mp-2606,P6/mmm,191
mp-754401,Cmc2_1,36
mp-19341,P-3m1,164
mp-35659,R-3,148
mp-649704,P-6m2,187
mp-12922,I4_1md,109
mp-766916,Imm2,44
mp-11556,Fd-3m,227
mp-1700,F-43m,216
mp-780530,P2_1/m,11
mp-755980,P2_1/c,14
mp-765719,P1,1
mp-763196,Pna2_1,33
mp-734561,P-1,2
mp-721194,Aea2,41
mp-540258,C2/c,15
mp-19428,P-3m1,164
mp-757840,P1,1
mp-768795,P2_1/c,14
mp-569916,P-3m1,164
mp-36028,Imma,74
mp-625420,Pnma,62
mp-32031,P2_1/c,14
mp-707284,P4_2/mnm,136
mp-697156,P2_12_12_1,19
mp-545544,C2/m,12
mp-568365,Ibca,73
mp-772755,P2_1,4
mp-768018,C2/m,12
mp-568237,Pbcm,57
mp-21350,P4/mbm,127
mp-1864,P2_1/m,11
mp-761552,Imma,74
mp-22883,R-3m,166
mp-504885,P2_12_12,18
mp-5280,C2/m,12
mp-28889,Pna2_1,33
mp-776150,Cmmm,65
mp-559375,Pc,7
mp-777215,P1,1
mp-554240,Ama2,40
mp-13018,F-43m,216
mp-607917,Fm-3m,225
mp-15786,R-3m,166
mp-975179,Pm-3m,221
mp-775906,Pbca,61
mp-582081,Pbcm,57
mp-28874,Pbcn,60
mp-10486,C2/m,12
mp-706231,C2,5
mp-28759,P2_1,4
mp-684810,P1,1
mp-863293,Pmc2_1,26
mp-775424,P1,1
mp-4428,P-1,2
mp-767854,P2_1/c,14
mp-601696,P2_1/c,14
mp-1863,C2/m,12
mp-764255,Cc,9
mp-554520,I4,79
mp-771081,P-1,2
mp-730,Pa-3,205
mp-768959,Fddd,70
mp-540432,P-1,2
mp-775233,P1,1
mp-20908,P4/mbm,127
mp-767639,Pc,7
mp-675214,P1,1
mp-5899,R-3c,167
mp-556601,P2_1/c,14
mp-559298,P4/ncc,130
mp-764145,Cmcm,63
mp-19607,C2/m,12
mp-8109,Pmn2_1,31
mp-8481,P-62m,189
mp-714882,R-3m,166
mp-1818,I-43m,217
mp-557371,Pnma,62
mp-16532,I4/mcm,140
mp-19634,R-3c,167
mp-15050,I4_1/a,88
mp-771907,Cm,8
mp-634378,P2_1/c,14
mp-614777,R-3,148
mp-781070,P2_1,4
mp-770806,Pnma,62
mp-764409,Pnna,52
mp-772603,P2_1/m,11
mp-605867,I4/mmm,139
mp-14785,I4/m,87
mp-771736,Fd-3m,227
mp-672333,Pnma,62
mp-29311,Pbca,61
mp-642250,P6_3/mmc,194
mp-583168,C2/m,12
mp-972423,Cmcm,63
mp-772323,P2_1/c,14
mp-12903,P-42_1m,113
mp-676552,P-4m2,115
mp-683980,P2_1/c,14
mp-703276,P1,1
mp-979043,Fm-3m,225
mp-743572,P2_1/c,14
mp-973869,Pm-3m,221
mp-734944,P2_1/c,14
mp-13910,I4/mmm,139
mp-552806,Cmcm,63
mp-768052,Imma,74
mp-973166,P6_3/mmc,194
mp-767605,Pna2_1,33
mp-975195,P6_3/mmc,194
mp-778714,P1,1
mp-9798,P-1,2
mp-771317,Pc,7
mp-754599,Pnma,62
mp-561414,Pnma,62
mp-8484,Pa-3,205
mp-850834,Pmn2_1,31
mp-540878,P-1,2
mp-4674,P-42_1m,113
mp-554071,P2_12_12,18
mp-616615,Pmmn,59
mp-624689,Pmmn,59
mp-767724,Pc,7
mp-25183,Imm2,44
mp-12187,Cmce,64
mp-675342,Cm,8
mp-647102,Pnma,62
mp-773995,C2,5
mp-753490,Cmcm,63
mp-560515,I4/mmm,139
mp-776924,R3,146
mp-667295,I4/mcm,140
mp-770064,P2_1/c,14
mp-763039,C2,5
mp-17605,P2_1,4
mp-30221,C2/m,12
mp-764893,P1,1
mp-763579,P-1,2
mp-540385,Ia-3d,230
mp-560840,P2_1/c,14
mp-754711,Fd-3m,227
mp-677489,Imma,74
mp-11342,R3m,160
mp-2564,Pm-3m,221
mp-694881,P2_1,4
mp-19242,Pnma,62
mp-753716,P2_1/c,14
mp-18136,C2/c,15
mp-704637,P1,1
mp-765924,C2/c,15
mp-772440,P2_1/c,14
mp-972539,Pm-3m,221
mp-540631,P-6c2,188
mp-20456,Fd-3m,227
mp-769316,I4cm,108
mp-776406,Pnma,62
mp-15379,P2_1/c,14
mp-25169,C2/c,15
mp-27852,I2_13,199
mp-9381,P-62m,189
mp-9166,R-3m,166
mp-11007,P2_1/c,14
mp-755419,P1,1
mp-3471,C2/m,12
mp-763601,Cc,9
mp-765819,C2,5
mp-773735,P-1,2
mp-697008,C2/c,15
mp-771106,P2_1/m,11
mp-767683,P-1,2
mp-18884,P-1,2
mp-33551,R-3m,166
mp-13286,P6_3mc,186
mp-768992,P2_1/c,14
mp-638035,R-3c,167
mp-849680,I-4m2,119
mp-7203,Pm-3n,223
mp-5024,Pa-3,205
mp-754005,P2_1/c,14
mp-540262,P-1,2
mp-18055,Ibam,72
mp-555759,P2_1/c,14
mp-753632,C2/m,12
mp-764229,P2/c,13
mp-867332,P2_1/c,14
mp-780441,P1,1
mp-776671,C2/c,15
mp-566058,Pnma,62
mp-22469,P6_3/mmc,194
mp-743876,C2/m,12
mp-771610,P1,1
mp-25068,Fddd,70
mp-1008,Pm-3m,221
mp-9459,Pbam,55
mp-754197,P6_3/mmc,194
mp-698060,Pbca,61
mp-554719,P6_3/m,176
mp-558431,P-1,2
mp-31473,P-3m1,164
mp-565811,P2_1/c,14
mp-625385,Cc,9
mp-698164,P-1,2
mp-11132,P4/nbm,125
mp-558516,Pnma,62
mp-546,Fd-3m,227
mp-6185,P6_3/mmc,194
mp-10924,P-6m2,187
mp-14246,Pa-3,205
mp-569175,P2/c,13
mp-766853,Cc,9
mp-771753,R-3m,166
mp-760635,P4_2/nmc,137
mp-770913,P-1,2
mp-20463,Fm-3m,225
mp-555514,Pna2_1,33
mp-566592,Pma2,28
mp-4975,P6_3/mmc,194
mp-972084,I4/mmm,139
mp-769726,R-3m,166
mp-558375,P6_3,173
mp-770036,P1,1
mp-763209,P1,1
mp-676461,P2_1/c,14
mp-765077,P1,1
mp-31568,C222_1,20
mp-769906,R-3,148
mp-13134,Cmcm,63
mp-677131,P-1,2
mp-850108,Cmce,64
mp-753353,I-42m,121
mp-585949,Pnma,62
mp-542117,P2_1,4
mp-769733,Im-3,204
mp-30314,Cmcm,63
mp-556882,P2_1/c,14
mp-30729,P4/nmm,129
mp-557855,Ccc2,37
mp-675098,Cm,8
mp-7719,P2_1/m,11
mp-28496,Pnma,62
mp-775777,Cmcm,63
mp-28871,C2/c,15
mp-755266,C2/m,12
mp-705002,P-42_1c,114
mp-763432,Cmmm,65
mp-755441,Pm,6
mp-19105,Pmn2_1,31
mp-5544,I4/mmm,139
mp-29379,P2_13,198
mp-554175,I4/mcm,140
mp-12487,Cmcm,63
mp-7725,I4/mmm,139
mp-31311,Pc,7
mp-22942,C2/m,12
mp-19292,P-31m,162
mp-979981,Fm-3m,225
mp-31093,C2/m,12
mp-31572,P2_1,4
mp-1244,Pnma,62
mp-696994,C2/m,12
mp-754663,P2_1/c,14
mp-22037,Fm-3m,225
mp-574599,Cmcm,63
mp-626568,P1,1
mp-775162,P1,1
mp-560675,P-1,2
mp-225,P6_3/mmc,194
mp-697211,Cc,9
mp-762214,P4_332,212
mp-641191,Pna2_1,33
mp-18759,P-1,2
mp-984761,Fm-3m,225
mp-699136,Ima2,46
mp-762089,P2_1/m,11
mp-779856,Pm,6
mp-20339,P4_2/mnm,136
mp-770866,P4_332,212
mp-23347,R-3c,167
mp-546910,Pm-3m,221
mp-765610,C2/m,12
mp-13811,Fm-3m,225
mp-704950,R-3,148
mp-850180,Pmn2_1,31
mp-763252,Imma,74
mp-849775,P2_1/m,11
mp-697133,I4/mmm,139
mp-20781,Pm-3,200
mp-31663,C2/c,15
mp-705177,Aea2,41
mp-7505,Cmcm,63
mp-975423,P-62m,189
mp-13570,P4/mbm,127
mp-746030,Pnma,62
mp-15371,P4/mnc,128
mp-770051,C2,5
mp-7541,R-3m,166
mp-570300,Pnma,62
mp-776644,Cm,8
mp-540356,C2/m,12
mp-706531,P-4c2,116
mp-768108,P2_1/c,14
mp-772721,P-3,147
mp-761638,C2/c,15
mp-21466,Pbca,61
mp-542554,C2/c,15
mp-755783,P-1,2
mp-7348,Fddd,70
mp-699405,P1,1
mp-765486,Pm,6
mp-853167,Cmc2_1,36
mp-754840,Pc,7
mp-762039,Imma,74
mp-11156,P-62m,189
mp-569869,I4_1/acd,142
mp-849060,P-1,2
mp-21741,P2_1/c,14
mp-623089,P-62m,189
mp-685767,R-3,148
mp-32316,P4_332,212
mp-562025,P2_1/c,14
mp-574060,I4_1/a,88
mp-541780,P2_1/c,14
mp-760386,R3m,160
mp-770764,P2_1/c,14
mp-649957,Pna2_1,33
mp-10044,F-43m,216
mp-779065,P-1,2
mp-510615,C2/c,15
mp-775806,P2_1/c,14
mp-643108,P-62m,189
mp-19140,I-42m,121
mp-571655,R-3m,166
mp-17322,P3_221,154
mp-554259,C2/c,15
mp-849689,P-62c,190
mp-569727,Cmc2_1,36
mp-12957,C2/m,12
mp-631481,Fm-3m,225
mp-972224,Pnma,62
mp-779999,P2,3
mp-542476,C2/c,15
mp-19214,I4_1/amd,141
mp-777902,R3,146
mp-19308,P-3m1,164
mp-12193,P2_1,4
mp-35264,I-4,82
mp-7667,Cmc2_1,36
mp-10746,P6_3/mmc,194
mp-675295,R3,146
mp-769949,C2/m,12
mp-764855,Pnma,62
mp-26702,P2_1/c,14
mp-973330,C2/c,15
mp-757838,P2_12_12_1,19
mp-565894,R3c,161
mp-7291,C2/m,12
mp-16493,Cmcm,63
mp-25083,P-1,2
mp-849987,Pnma,62
mp-561437,Pnma,62
mp-31080,Cmcm,63
mp-768132,P2_1/m,11
mp-626087,Pm,6
mp-10969,R-3m,166
mp-3476,P2_1/c,14
mp-763541,P2_1/m,11
mp-19766,P-62m,189
mp-642824,P-1,2
mp-555517,Pmmn,59
mp-24973,P6_422,181
mp-9756,I4_1/a,88
mp-22303,C2/m,12
mp-28296,Pnma,62
mp-38725,P4_2/nmc,137
mp-7372,Pbca,61
mp-19399,R-3c,167
mp-764402,Pmn2_1,31
mp-621930,Cmcm,63
mp-984776,I4/mmm,139
mp-27765,Cmce,64
mp-771247,P2/m,10
mp-764829,Imm2,44
mp-772431,P2_1/c,14
mp-763447,C2,5
mp-778916,P1,1
mp-616173,P4/ncc,130
mp-603719,Cmmm,65
mp-17185,C2/c,15
mp-540627,P2/c,13
mp-530251,Pmn2_1,31
mp-761156,P2,3
mp-613442,P6_3,173
mp-554303,P6_3/m,176
mp-30425,Fm-3c,226
mp-30606,Fm-3m,225
mp-776878,R3,146
mp-768005,C2/c,15
mp-31785,C2,5
mp-972088,I4/mmm,139
mp-19083,C2/c,15
mp-631462,F-43m,216
mp-972021,Pm-3m,221
mp-675325,P1,1
mp-557861,I4/mmm,139
mp-17057,Pnma,62
mp-765205,P2_1/c,14
mp-616468,Cmcm,63
mp-23780,P2_1/c,14
mp-776470,Pnma,62
mp-676653,P-1,2
mp-759901,P2_1/c,14
mp-763633,C2/m,12
mp-540446,P-1,2
mp-766903,Pc,7
mp-768001,P-1,2
mp-11023,P6_3/mmc,194
mp-763643,Pbcm,57
mp-764802,P1,1
mp-773060,Cm,8
mp-632656,P-3c1,165
mp-17956,P2_1/c,14
mp-504771,Pmmn,59
mp-33569,I-42d,122
mp-27388,Cmcm,63
mp-782649,Fddd,70
mp-803,Fd-3m,227
mp-772740,P1,1
mp-21471,P4/nmm,129
mp-772458,Cm,8
mp-643071,P-43m,215
mp-605048,P2_1/c,14
mp-2498,Fd-3m,227
mp-675511,I-42d,122
mp-696512,P-1,2
mp-8408,P4_2/nmc,137
mp-22003,R-3m,166
mp-1527,Imma,74
mp-631559,F-43m,216
mp-772157,Cm,8
mp-540341,P31c,159
mp-779871,P2_1/c,14
mp-557376,C2/c,15
mp-625956,P3m1,156
mp-762,P-3m1,164
mp-10132,P6/mmm,191
mp-642831,I-42d,122
mp-31576,P4_2/mnm,136
mp-566504,Cmcm,63
mp-772763,P2_1/m,11
mp-21451,Pmmm,47
mp-510764,P-1,2
mp-9078,P2_13,198
mp-28308,Cmcm,63
mp-562420,Pnma,62
mp-762426,P2_1/c,14
mp-7467,Cmcm,63
mp-560587,P2_1/m,11
mp-743198,C2,5
mp-766996,P4_2/nmc,137
mp-11525,Pnma,62
mp-763569,P-1,2
mp-773933,Pc,7
mp-642731,R3m,160
mp-568664,P6_3mc,186
mp-707727,Pnma,62
mp-20337,Amm2,38
mp-26742,C2/c,15
mp-5336,R-3,148
mp-762393,P-1,2
mp-28717,P1,1
mp-997511,Pnnm,58
mp-764496,P-1,2
mp-771831,P2_1/c,14
mp-977053,P6_3/mmc,194
mp-24936,I4/mmm,139
mp-776654,C2,5
mp-850486,P-1,2
mp-780220,Pbca,61
mp-14435,C2/m,12
mp-565687,P2_1/c,14
mp-3611,Fd-3m,227
mp-648157,Pnma,62
mp-775519,P6_3mc,186
mp-981458,P-6m2,187
